Date,Open,High,Low,Close,Adj Close,Volume
2018-11-01,65.070000,65.339996,64.580002,65.220001,65.059113,1882400
2018-11-02,65.800003,66.610001,65.440002,65.930000,65.767357,2272100
2018-11-05,66.029999,66.389999,65.230003,65.910004,65.747406,2348700
2018-11-06,66.040001,66.419998,65.669998,65.980003,65.817238,2287300
2018-11-07,66.510002,68.379997,66.279999,68.260002,68.091614,2700600
2018-11-08,67.989998,68.360001,67.379997,67.790001,67.622772,2444600
2018-11-09,67.599998,67.760002,66.699997,67.269997,67.104050,2573500
2018-11-12,66.160004,66.250000,64.449997,64.500000,64.340881,3000000
2018-11-13,64.589996,65.470001,63.939999,64.339996,64.181274,2216500
2018-11-14,64.639999,64.839996,63.279999,63.470001,63.313427,4852600
2018-11-15,63.320000,64.949997,62.540001,64.720001,64.560341,3846100
2018-11-16,64.379997,65.599998,64.379997,64.989998,64.829674,2963300
2018-11-19,64.669998,64.959999,62.400002,62.610001,62.455547,3392100
2018-11-20,66.250000,68.430000,64.930000,67.519997,67.353432,8187200
2018-11-21,67.660004,68.669998,67.190002,67.720001,67.552940,3557600
2018-11-23,67.040001,68.610001,67.040001,68.209999,68.041733,1374300
2018-11-26,68.940002,69.300003,68.389999,69.250000,69.079163,2406300
2018-11-27,68.870003,69.519997,68.699997,69.360001,69.188896,2533600
2018-11-28,69.820000,71.489998,69.430000,71.480003,71.303665,2661300
2018-11-29,71.230003,72.180000,71.230003,71.570000,71.393440,2625800
2018-11-30,71.629997,72.650002,71.339996,72.349998,72.171516,2279500
2018-12-03,73.330002,74.790001,73.190002,74.669998,74.485794,4265200
2018-12-04,74.699997,75.110001,72.629997,72.910004,72.730141,4263800
2018-12-06,71.199997,71.930000,69.900002,71.910004,71.732605,3505900
2018-12-07,71.709999,72.089996,69.650002,70.250000,70.076698,2184500
2018-12-10,70.430000,70.709999,68.570000,70.589996,70.415855,2347200
2018-12-11,71.760002,72.440002,70.699997,71.050003,70.874725,2926000
2018-12-12,72.169998,73.040001,71.599998,71.750000,71.572998,2842900
2018-12-13,72.139999,72.680000,70.900002,71.139999,70.964500,2200600
2018-12-14,70.419998,70.610001,69.129997,69.360001,69.188896,1982700
2018-12-17,69.110001,69.629997,67.400002,67.849998,67.682617,2241700
2018-12-18,68.449997,69.029999,67.389999,67.989998,67.822273,2112000
2018-12-19,68.269997,69.089996,65.809998,66.830002,66.665138,2845500
2018-12-20,66.330002,66.459999,64.589996,65.190002,65.029182,3547800
2018-12-21,65.220001,66.230003,63.220001,63.290001,63.133869,4683100
2018-12-24,62.930000,63.630001,62.220001,62.669998,62.515396,1668500
2018-12-26,62.930000,65.580002,62.759998,65.540001,65.378319,1701800
2018-12-27,64.500000,66.500000,64.000000,66.480003,66.316002,1655000
2018-12-28,66.980003,67.120003,65.709999,65.959999,65.959999,1927700
2018-12-31,66.339996,67.480003,66.339996,67.459999,67.459999,1572100
2019-01-02,66.500000,66.570000,65.300003,65.690002,65.690002,2113300
2019-01-03,65.529999,65.779999,62.000000,63.270000,63.270000,5383900
2019-01-04,64.089996,65.949997,64.089996,65.459999,65.459999,3123700
2019-01-07,65.639999,67.430000,65.610001,66.849998,66.849998,3235100
2019-01-08,67.589996,68.209999,66.699997,67.830002,67.830002,1578100
2019-01-09,68.199997,69.660004,68.000000,69.250000,69.250000,2442300
2019-01-10,69.050003,69.949997,68.599998,69.900002,69.900002,1080900
2019-01-11,69.290001,70.410004,68.940002,70.379997,70.379997,1210800
2019-01-14,69.720001,70.290001,69.669998,69.750000,69.750000,2182700
2019-01-15,69.949997,70.750000,69.620003,70.599998,70.599998,1793100
2019-01-16,70.820000,71.129997,69.970001,70.029999,70.029999,1480300
2019-01-17,69.760002,71.239998,69.760002,70.820000,70.820000,1225800
2019-01-18,71.290001,72.309998,70.849998,71.930000,71.930000,1551700
2019-01-22,71.440002,71.480003,70.470001,71.320000,71.320000,1972700
2019-01-23,71.949997,72.849998,70.739998,71.650002,71.650002,2050300
2019-01-24,71.459999,72.199997,71.389999,72.180000,72.180000,1509600
2019-01-25,72.790001,73.730003,72.559998,73.650002,73.650002,2215300
2019-01-28,72.760002,73.279999,72.410004,73.269997,73.269997,1729600
2019-01-29,73.699997,74.059998,73.199997,73.559998,73.559998,1684500
2019-01-30,73.739998,75.589996,73.480003,75.440002,75.440002,1679500
2019-01-31,75.209999,76.309998,74.669998,76.050003,76.050003,2951300
2019-02-01,76.160004,76.589996,75.620003,76.040001,76.040001,1343900
2019-02-04,76.180000,76.230003,75.320000,76.029999,76.029999,2245900
2019-02-05,75.800003,76.510002,75.790001,76.309998,76.309998,1593500
2019-02-06,76.110001,76.690002,76.000000,76.300003,76.300003,1504900
2019-02-07,75.720001,76.120003,74.870003,75.330002,75.330002,1660600
2019-02-08,75.070000,75.809998,74.760002,75.800003,75.800003,1299700
